"Date","current.temperature.C.","forcast.temperature.in.1h..C.","forcast.temperature.in.2h..C.","forcast.temperature.in.3h..C.","forcast.temperature.in.4h..C.","forcast.temperature.in.5h..C.","forcast.temperature.in.6h..C.","forcast.temperature.in.7h..C.","forcast.temperature.in.8h..C.","forcast.temperature.in.9h..C.","forcast.temperature.in.10h..C.","forcast.temperature.in.11h..C.","forcast.temperature.in.12h..C.","forcast.temperature.in.13h..C.","forcast.temperature.in.14h..C.","forcast.temperature.in.15h..C.","forcast.temperature.in.16h..C.","forcast.temperature.in.17h..C.","forcast.temperature.in.18h..C.","forcast.temperature.in.19h..C.","forcast.temperature.in.20h..C.","forcast.temperature.in.21h..C.","forcast.temperature.in.22h..C.","forcast.temperature.in.23h..C.","forcast.temperature.in.24h..C."
"2017-03-27 11:25:01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017-03-27 12:25:01",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017-03-27 13:25:01",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017-03-27 14:25:01",2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017-03-27 15:25:02",2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017-03-27 16:25:02",2,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017-03-27 17:25:01",2,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017-03-27 18:25:01",2,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017-03-27 19:25:01",2,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017-03-27 20:25:01",2,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017-03-27 21:25:01",1,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017-03-27 22:25:01",1,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017-03-27 23:25:01",1,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017-03-28 00:25:01",1,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017-03-28 01:25:01",1,3,3,3,3,3,3,3,3,3,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017-03-28 02:25:01",1,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017-03-28 03:25:01",1,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA
"2017-03-28 04:25:01",1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA
"2017-03-28 05:25:01",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,NA,NA,NA,NA,NA,NA
"2017-03-28 06:25:01",1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,NA,NA,NA,NA,NA
"2017-03-28 07:25:01",2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,NA,NA,NA,NA
"2017-03-28 08:25:01",1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,NA,NA,NA
"2017-03-28 09:25:01",2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,NA,NA
"2017-03-28 10:25:01",2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA
"2017-03-28 11:25:01",2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"2017-03-28 12:25:11",3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"2017-03-28 13:25:01",4,5,5,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"2017-03-28 14:25:01",4,6,6,6,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2017-03-28 15:25:01",5,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2017-03-28 16:25:01",5,6,7,7,7,7,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6
"2017-03-28 17:25:01",5,6,6,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6
"2017-03-28 18:25:01",5,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5
"2017-03-28 19:25:01",5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5
"2017-03-28 20:25:01",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4
"2017-03-28 21:25:01",5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3
"2017-03-28 22:25:01",4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"2017-03-28 23:25:01",4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2017-03-29 00:25:02",4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2017-03-29 01:25:01",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-03-29 02:25:01",2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"2017-03-29 03:25:01",2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"2017-03-29 04:25:01",2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
"2017-03-29 05:25:01",0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
"2017-03-29 06:25:01",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"2017-03-29 07:25:01",0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"2017-03-29 08:25:01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-03-29 09:25:01",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2017-03-29 10:25:01",3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
